both_policies_same_alternative,editorial,identity,post_index,production,production_editorial_same,production_identity_same,quote_hash,quote_text,run_id
False,tg_4c9b5b2d2dd30ba5dc20d850646ca3e897d782d8d27634866f85e63cb06b8d98.png,t34.jpg,200,t34.jpg,False,True,6ab5606d17db653ecb801f999769c5370c161fc54971eb480f30ac27a669f129,Military intervention without an attainable purpose creates as many problems as it solves.,run_0000
False,t35.jpg,tg_e259f9a77a234e4d03f415740045fb374b7c68eba06f857d7c79a73500dafe37.png,201,tg_4c9b5b2d2dd30ba5dc20d850646ca3e897d782d8d27634866f85e63cb06b8d98.png,False,False,dd317acd2b79a2e22aa2c73507484f512ad9646e10fc570590fc074f30d5e374,The Prime Minister [James Callaghan] has chosen to put equality first. We suggest that he should choose to put liberty first. Then he will end up with liberty and fewer inequalities than if he puts equality first and wholly neglects liberty.,run_0000
True,t49.jpg,t49.jpg,202,t46.jpg,False,False,7e0f684b28271738f463570fe9e28feb0332bb7e12f7f29dd2ac2d772f0a5a62,The up-side down world of political correctness is one in which strategies of social control - the enduring objective of the Left - are given free rein.,run_0000
False,tg_a8afc3ebabfea07d2de701cc086c1119649217548f8e662cb09d062ea0bb5d54.png,t09.jpg,203,t61.jpg,False,False,4a3ab5b0d0c9d5222be085ea91e57402fbe2cb716c88687ed162489b60cf9747,"Where there is discord, may we bring harmony. Where there is error, may we bring truth. Where there is doubt, may we bring faith. And where there is despair, may we bring hope.",run_0000
False,t45.jpg,t35.jpg,204,t35.jpg,False,True,9f74417203f417b3b3c1527f671418d49b9fd6452d09a7a668e11d41ccb307ef,"We must never give in to the oldest and least democratic trick of all - the coercion of many by the ruthless, manipulating few.",run_0000
True,t50.jpg,t50.jpg,205,tg_d17e9db4a42fefe4368a5a1495f01a08c4ddd4c43fda43605a7fdc9467454bfd.png,False,False,1fd9dc8bc79b72ba11ce420cab2061aa9586117e10f8c38f6f60ab3c2a55b739,"Real progress comes not from more bureaucracy, but from the values and institutions of government by consent, through ministers seen to be accountable to their electorate.",run_0000
False,tg_bed480dd508146bdeb65d9d58bfaa03fa35f7814e700a4b3bf6b8b99830822de.png,t32.jpg,206,t32.jpg,False,True,268ab7ec8f0d8688966d1008443f3cc3ed7a34293981c40f3b83ea5225f1dba1,"Political myths - especially those cherished by political commentators - die hard; and as soon as one has been exploded by events, another is promptly created to fill its place as the basis of ""expert"" analysis and prediction.",run_0000
False,t29.jpg,tg_d771b1b3e3d67068e8b884fbcd2d8bbe4a06da942868023caae49a45957e3d44.png,207,t49.jpg,False,False,1244294a90af385fe940a432fab296f43725644d318cb011c7080482115a0236,"The use of quotas applying to the appointment or promotion of individuals because of their collective identity or background is an unacceptable incursion on freedom, however well-intentioned the motives.",run_0000
True,t03.jpg,t03.jpg,208,tg_e259f9a77a234e4d03f415740045fb374b7c68eba06f857d7c79a73500dafe37.png,False,False,0acb6cd5c5ec0ed58b882f3f4077b6f65f04b100ebfde6ace075c1993736b51a,"This Party of ours has been on the defensive for too long. The time has come to counter-attack. The intellectual counter-attack is as important as the counter-attack in Parliament and in the constituencies. If we can win the battle of ideas, then the war will already be half-won.",run_0000
False,t61.jpg,t60.jpg,209,t60.jpg,False,True,6e95f7bd33d20a7109ef3ac926bb8043fbd81f5e43a07b47c41d7f784e24192b,"Oh, but you know, you do not achieve anything without trouble, ever.",run_0000
False,tg_d17e9db4a42fefe4368a5a1495f01a08c4ddd4c43fda43605a7fdc9467454bfd.png,t22.jpg,210,t22.jpg,False,True,de2724534055f3ec826ed3f1b9f41bd05a3c555b01bac2b05ee9c7d2ed6a263d,"The Labour Party itself may have changed many of its policies, but it hasn't changed its spots. You can tell this from the unpleasant noises it makes when anything like profits are mentioned.",run_0000
False,t33.jpg,tg_c5d53bc0acdfd5d99f34fcaa9963cf742d3f2c67a49fe49259cb3afb17e41956.png,211,tg_b09c4175a50f081e3807a29428f16f7644ef38c809f7f4ac8b20ea3c72aa3785.png,False,False,230b8d71f541acfc6a18d0a29f508eddf33b90d0f25beb736ba83ac1fb1cfc1a,"A man may climb Everest for himself, but at the summit he plants his country's flag.",run_0000
False,t16.jpg,t07.jpg,212,t16.jpg,True,False,3b3285fe25407b81c5b15528ecff391639f5ad89d810ac32a875af9f5a4a1cd9,"The Britain I want is a land where a man can take a job he is capable of doing, and work for whom he chooses. Not a land where there is no employer but The State.",run_0000
False,tg_6f70887295eff72d62a86e86c3983e7d960cafd35784e0f5d6a4d790558cf37b.png,t67.jpg,213,t67.jpg,False,True,5ff1169a7688823bd091284eaafe66348fc0d2fde67146ff2b20738b14a6663c,"If you were to ask me - and people often do - what I believe in, I could answer you in one simple word: Freedom. In particular, freedom to do, within sensible limits, what you want. And freedom to spend your own money in the way you think fit.",run_0000
False,t55.jpg,tg_59b18840cbf67ac4a14a64f3858e7fcee40dfb483db36ec5b911fc22592dffaa.png,214,tg_bed480dd508146bdeb65d9d58bfaa03fa35f7814e700a4b3bf6b8b99830822de.png,False,False,a7747428a2af8b1230edcb738ac653564d8542ed06143e14ca7d94f6e429757b,"Communism has totally failed to deliver happiness or prosperity, and its failure has been at the expense of human lives and human dignity. The cost has been terrible.",run_0000
False,t47.jpg,t55.jpg,215,t55.jpg,False,True,b09cefb237607818693580df4950fb89668e9bdc304bcf326fcad5b5e820a381,Political freedom and economic freedom go hand in hand. One will not long outlast the other.,run_0000
False,tg_7d67f551934f28edeff341b70ccfce5f65234b2e73ec99a1b60bd0dda30606b4.png,t47.jpg,216,t45.jpg,False,False,3e1a0b3d5d9dede45d7780b3032297c02d710093bb26876608d34d5ccc160586,To many of us it seems that there is precious little difference between the policies of the Communist Party and the policies of the Labour Party.,run_0000
False,t10.jpg,t29.jpg,217,tg_6f70887295eff72d62a86e86c3983e7d960cafd35784e0f5d6a4d790558cf37b.png,False,False,19b4b12f040bed61c1804b573327e36f4cc485636d799602a476e0b89fc8e8b1,"States, societies and economies, which allow the distinctive talents of individuals to flourish, themselves also flourish. Those which dwarf, crush, distort, manipulate or ignore them cannot progress.",run_0000
True,t01.jpg,t01.jpg,218,t50.jpg,False,False,0dc2d266b05435062cb2766173439781441788afc8fa54f94d2e59076fdc873d,"If politicians or bureaucrats are given power that is unaccountable & unrestrained they will, in the long-run, be as corrupt as they can get away with. That's the best possible argument for limited government - & a pretty good one too against a centralised European Super-state.",run_0000
False,tg_e259f9a77a234e4d03f415740045fb374b7c68eba06f857d7c79a73500dafe37.png,tg_a8afc3ebabfea07d2de701cc086c1119649217548f8e662cb09d062ea0bb5d54.png,219,t29.jpg,False,False,23a7a16a048e2a3a2884fdf31d53c4b6149367fa9420be7ca734a3af75845a7f,Socialism was a patent failure which should be cast onto the trash heap of history.,run_0000
True,t27.jpg,t27.jpg,220,t47.jpg,False,False,82ba147be005d490b314647f7d63f9ca0eb110543b109c38dd310ab9f752dad4,"Once the law and its moral basis is humbled, all else that is valuable in a civilised society will vanish.",run_0000
False,t67.jpg,t02.jpg,221,t02.jpg,False,True,0f3c7da5b7971b89c68fb0a5a07b1b23c563c32a94ee6b3ae5a77fce11d95bcc,I've got a woman's ability to stick to a job and get on with it when everyone else walks off and leaves it.,run_0000
False,t31.jpg,t31.jpg,222,t31.jpg,True,True,d9028da9c6518f578ea0840ab4ae6ed5e3a94028cfb0d4c924a476d19df838c9,The most debilitating myth was that the state can perpetually provide a higher standard of living regardless of individual effort. It can't and it never could.,run_0000
False,t60.jpg,t26.jpg,223,t26.jpg,False,True,9183c5b1e07efe9c0401a28a0d0a9b7d480a6cb6e9a4e2c9e777d7f952b3418e,"It is not the creation of wealth that is wrong, but the love of money for its own sake.",run_0000
False,tg_596607c93f9aca406d8543ecc792e9a87fad06354303a69663df183d7417a764.png,t41.jpg,224,tg_90af9e1629ef38b0590076820045b36c3540189f849fc38d7cdbbbea4ae2c1b2.png,False,False,59b18840cbf67ac4a14a64f3858e7fcee40dfb483db36ec5b911fc22592dffaa,"At one end of the spectrum are terrorist gangs within our borders, and terrorist states which finance and arm them. At the other are the Hard Left operating inside our system, conspiring to use union power and the apparatus of local government to break, defy and subvert the law.",run_0000
False,t26.jpg,t10.jpg,225,t03.jpg,False,False,b3e9b1146de6c8b6fdd0515f496a6775e7e4e5d2864a660ca5d640a63651c346,"The important thing, when you're making fundamental changes, is that you have to persevere until they work.",run_0000
True,t68.jpg,t68.jpg,226,t10.jpg,False,False,17223b25e42fe5b09b18f7b69eebd7224faeb7d764af5536dd57899eb0201f78,"Nazism and Communism - two truly cosmic evils, apparently in conflict, but in their similarity of doctrines and their baseness of appeal, mere mirror images of each other.",run_0000
False,tg_d771b1b3e3d67068e8b884fbcd2d8bbe4a06da942868023caae49a45957e3d44.png,t21.jpg,227,tg_a8afc3ebabfea07d2de701cc086c1119649217548f8e662cb09d062ea0bb5d54.png,False,False,3cd13a785eecfd49b729975a64f2ef7dddba26ee7045f879faf5aa19790a9b87,"Socialism. We reject it utterly for, however well-intended, it leads in one direction only: to the erosion and finally the destruction of the democratic way of life.",run_0000
True,t66.jpg,t66.jpg,228,t01.jpg,False,False,de2f6b87928f0cc73b8ad5538f01f35a8bf51dc81c0ca5362f5c54a4ae1c33c8,The free enterprise economy which underlies our prosperity and underpins our freedoms can survive only in a society devoted to personal liberties under just laws.,run_0000
False,t02.jpg,t17.jpg,229,t27.jpg,False,False,b6d8f4a8a684486c91f5494012091018ffe54ffa92e9241ba109ec69cb125ce2,"Popular capitalism, which is the economic expression of liberty, is a far more attractive means for diffusing power in our society. Socialists cry ""Power to the people"" & raise the clenched fist as they say it. We all know what they mean - power over people, power to the State.",run_0000
True,t65.jpg,t65.jpg,230,tg_d771b1b3e3d67068e8b884fbcd2d8bbe4a06da942868023caae49a45957e3d44.png,False,False,928a6686bc6bb6d35cd1ec139373cb73b85ba9fa40807098d5572ae153dab144,'Social justice' can take a free society into still deeper and more treacherous waters if it is applied not only to equality of opportunity but also to equality of outcomes.,run_0000
False,t41.jpg,t62.jpg,231,t41.jpg,True,False,6e98078da82fb82830e7afbfa5b67fde9b867e201607cca3d43e783348572893,"Socialists say ""publicly owned"". What they mean is ""State controlled"".",run_0000
True,t18.jpg,t18.jpg,232,t65.jpg,False,False,b92c09d707d631f548c58ac0c7a6e5d77a285f582312cd892699825ee65eb39c,"Safe Socialism? If it's safe, it's not Socialism. If it's Socialism, it's not safe. Signposts of Socialism point downhill to less freedom, less prosperity, more muddle, more failure. If we follow them to their destination, they will lead this nation into bankruptcy.",run_0000
False,t34.jpg,tg_7dbba6c4f8dd7af5635a2716dc751f209b4263f22f809114a0c801553ccdfc40.png,233,tg_2051b1ac566abdb8335f8967f32f8f23bd71b4fb2cb0231659869045868b14c9.png,False,False,a479ad6da0c4a08c890f9f56f57fd14bef26eedc7c9931eb973d82d8d426dd6d,"When you stop a dictator there are always risks, but there are great risks in not stopping a dictator. My generation learnt that long ago.",run_0000
False,t21.jpg,t12.jpg,234,t21.jpg,True,False,16c1d05225fe1d45d7ab950a5c54d39b70ef9453718a8678f405195d4af6969f,The risk is that community comes to mean collective; collective comes to mean State; and thus the State expands to replace individual effort with subsidised activism.,run_0000
False,t52.jpg,t52.jpg,235,t52.jpg,True,True,8ad833d18c206e9f31e4e45e8479c99ccefd3ecf2c9cc6d5b7e2ef92c3242dc9,"I just owe almost everything to my father and it's passionately interesting for me that the things that I learned in a small town, in a very modest home, are just the things that I believe have won the election.",run_0000
False,t42.jpg,t14.jpg,236,t66.jpg,False,False,5956332c9ec11e840051d9693954ea80ecc6d805b915d68b2f5bc1d01e2ce04a,"We Conservatives want power more widely diffused through private ownership, so that you never get more power in the hands of the Government than you get in the hands of the people.",run_0000
False,t62.jpg,t33.jpg,237,t33.jpg,False,True,5816a59fb675d5765db15766fe8910246b9aa816a79290828cbfa98f7b60fb5b,"The Labour Party, in pursuit of their egalitarian ideas, have consistently given priority to the redistribution of wealth. In the end that can only mean we shall all be equally poor.",run_0000
False,t22.jpg,t04.jpg,238,t04.jpg,False,True,5357ec1a224ef0998757beda050345d30881d4dbf0ad1a7b6e4f2ad353852f33,Marxists get up early in the morning to further their cause. We must get up even earlier to defend our freedom.,run_0000
False,t14.jpg,t42.jpg,239,t62.jpg,False,False,6323672fa80796cd7a7b28c7b5ec08a5e6514c19d7ba7e7204b7d292d2d6fd19,"It would be a bitter irony if we allowed Britain, whether by commission or omission, to fall into the hands of the Labour Party's socialism in disguise - but socialism red in tooth and claw nonetheless.",run_0000
False,tg_b09c4175a50f081e3807a29428f16f7644ef38c809f7f4ac8b20ea3c72aa3785.png,t57.jpg,240,t17.jpg,False,False,d91d9b8211e3f37a74c51f6dc9eb4c0b96fc398228489ad81758ec9556ec1d95,Let Labour's Orwellian nightmare of the Left be the spur for us to dedicate with a new urgency our every ounce of energy and moral strength to rebuild the fortunes of this free nation.,run_0000
False,t12.jpg,tg_2051b1ac566abdb8335f8967f32f8f23bd71b4fb2cb0231659869045868b14c9.png,241,t68.jpg,False,False,6ac017d0c76fbcec1a7ab2e2ab9ba7b26948530df626f42de04192b15fda4039,The Socialist myth is that wealth is there to be redistributed. The truth is that wealth has to be created.,run_0000
False,t04.jpg,t13.jpg,242,t18.jpg,False,False,ee54561d01b8e0a1eaa6ac803a44731f503b4bf677393eedaea59f776dcaee8d,There is a still more important reason why Labour should not be entrusted with government. They may protest that they are no longer Socialists: but they have lost none of their zeal for constitutional upheaval.,run_0000
False,t17.jpg,t11.jpg,243,t14.jpg,False,False,4c950f10a42b15df1d14e37a5f431c0f20f99ef520033c4a152cd44e3e751621,"We shall have to learn again to be one nation, or one day we shall be no nation.",run_0000
False,tg_2051b1ac566abdb8335f8967f32f8f23bd71b4fb2cb0231659869045868b14c9.png,t59.jpg,244,t57.jpg,False,False,c0db67b6bec353f4bb347372df011d499bd337d76513f4f5de4a223f3ff99247,"During my lifetime most of the problems the world has faced have come, in one fashion or other, from mainland Europe, and the solutions from outside it.",run_0000
False,t57.jpg,t29.jpg,245,t13.jpg,False,False,d17e9db4a42fefe4368a5a1495f01a08c4ddd4c43fda43605a7fdc9467454bfd,It takes courage of a high order to lay yourself open to the taunts and sneers of lesser men who try to diminish your character because they can't defeat your arguments.,run_0000
False,t13.jpg,t24.jpg,246,t42.jpg,False,False,52f9b9f99f66ff3bc786183803f3a8d68277604471cd411027441989337c9351,"There are still people in my party who believe in consensus politics. I regard them as Quislings, as traitors... I mean it.",run_0000
False,t32.jpg,t36.jpg,247,t12.jpg,False,False,3b79f3b3c58a0f499bfaca4dc4ac8f3bdb603dd4a2fe71cfcf44335d230cb2f6,"Once you give people the idea that all this can be done by the State, and that it is somehow second-best or even degrading to leave it to private people then you will begin to deprive human beings of one of the essential ingredients of humanity - personal moral responsibility.",run_0000
False,tg_a017d22c575c01e7eb9c8287e1b62f85d07c34a1a663d2eac974d995ace7f83c.png,t48.jpg,248,tg_a017d22c575c01e7eb9c8287e1b62f85d07c34a1a663d2eac974d995ace7f83c.png,True,False,d2a571603bea2a48a2f4b766e42896a221479403408e3895fccb64dea6e66283,"When [nationalised industry] pay claims are made, they are sometimes presented as claims against Governments. But they are really claims which can only be paid for by fellow workers, housewives and consumers generally.",run_0000
False,t48.jpg,t25.jpg,249,t48.jpg,True,False,bdf13cf3061695601ea6bef2368dbdec358dfd9eb147d23be43f886e959127ec,"The first and perhaps the most important insight which we Conservatives have is that government can do little that is good and much that is harmful, and so the scope of government must be kept to a minimum.",run_0000
False,t09.jpg,t09.jpg,250,t09.jpg,True,True,b593a0ec642d5ab87e1bacd8d0f5d26f6ee48d48c41b0fd410e02c68e062c7df,"The woman's mission is not to enhance the masculine spirit, but to express the feminine; hers is not to preserve a man-made world, but to create a human world by the infusion of the feminine element into all of its activities.",run_0000
False,t16.jpg,t16.jpg,1,t16.jpg,True,True,d355d90eae090636786249aea072fb32b51b8555d39c423e855d3947a7a937b5,I am reminded of a remark by George Orwell: 'You have to be an intellectual to believe such nonsense. No ordinary man could be such a fool'.,run_0001
False,t54.jpg,t54.jpg,2,t54.jpg,True,True,d7d3544e2604dbc944cbf125a25848e216f3e29c5f8ec445e31e63abebb9fc8e,"Power as a Minister doesn't give you power over the people. In the end, it's the people who have power over you.",run_0001
False,tg_6ecc88f6e06f86515044a409421f059b2cf756001b9a6929a0183808a9b2e19e.png,tg_6ecc88f6e06f86515044a409421f059b2cf756001b9a6929a0183808a9b2e19e.png,3,tg_6ecc88f6e06f86515044a409421f059b2cf756001b9a6929a0183808a9b2e19e.png,True,True,c4e1b1ec6b7929df457805fc87fa5f66b85706894c0b62ffe1fb57ba64569237,"No drunken sailor, no shrunken Socialist fleet of drunken sailors, could have spent more money less wisely or less well [than this Labour government].",run_0001
False,t46.jpg,t46.jpg,4,t46.jpg,True,True,9890a7d58f441fb9e3bf4f193be0870d6d4a137d6fa074cc2a53dd2ce9a721ef,The Government interferes here much more than it did in the past and much more than it does in other free countries. That interference has hindered us from achieving greater prosperity.,run_0001
False,t66.jpg,t66.jpg,5,t66.jpg,True,True,0164db2b98a39c5cef9d5a6182b3988a16364f514e04be366a39fa1b35254b27,"In the Conservative Party, we have no truck with outmoded Marxist doctrine about class warfare. For us, it is not who you are, who your family is or where you come from that matters. It is what you are and what you can do for our country that counts. That is our vision.",run_0001
False,tg_15bd818b86c205c6364eac5614bdda8a9daa968bc6336d9605cf05dacc6a7712.png,tg_15bd818b86c205c6364eac5614bdda8a9daa968bc6336d9605cf05dacc6a7712.png,6,tg_15bd818b86c205c6364eac5614bdda8a9daa968bc6336d9605cf05dacc6a7712.png,True,True,d3334ed440667a7b59860decd1cd2995beaaec687c1e0c6afce7081fde42d974,"Terrorism is a deadly threat to our way of life, and we will not be cowed by it. We will continue to resist it with all our power and to uphold the principles of democratic government.",run_0001
False,t51.jpg,t51.jpg,7,t51.jpg,True,True,db46e7519946d4312907a8b7c7337eea0daaf3689850c2ef35035a6bda062173,"Constitutions have to be written on hearts, not just paper.",run_0001
False,t09.jpg,t61.jpg,8,t09.jpg,True,False,c55d29dd2d646598a88fca9e9e92a63ede1fae1d3615e94031dfc43d9c6da9c4,"It is free, enterprising, self-reliant, responsible individuals that Britain needs. It's when we have more of them, our communities will take better care of themselves.",run_0001
False,tg_5e892c3dc2c64f50bfa16bae89ebe44c7e8176e90d70096859d3588c364d4442.png,tg_5e892c3dc2c64f50bfa16bae89ebe44c7e8176e90d70096859d3588c364d4442.png,9,tg_5e892c3dc2c64f50bfa16bae89ebe44c7e8176e90d70096859d3588c364d4442.png,True,True,ef0e8fcbe96cad9cfaf5809358ba9f75fce704c3a4ffa711b360d4f1ef0aa07b,"People increasingly yearn for the path of freedom, free enterprise & self reliance. Even in the newly liberated East, they are not seeking a third way between free enterprise and Socialism: they know that, even if Labour doesn't, it leads to the Third World.",run_0001
False,t37.jpg,t37.jpg,10,t37.jpg,True,True,60c95d7ae755ca327f2afc73fcc86c7366f38547623d806ad69be07a590205d2,"Socialism is the denial of choice, the denial of choice for ordinary people in their everyday lives.",run_0001
False,t56.jpg,t56.jpg,11,t56.jpg,True,True,a4f1d422097a48114bf30a587c04cf05859ff030d2df3d5d9051c6ca57a7943c,When all the objectives of government include the achievement of equality - other than equality before the law - that government poses a threat to liberty.,run_0001
False,tg_5fbdcee710fe7e18425f4eeefe811890b3c8a03803f78b23685ad11309840679.png,tg_5fbdcee710fe7e18425f4eeefe811890b3c8a03803f78b23685ad11309840679.png,12,tg_5fbdcee710fe7e18425f4eeefe811890b3c8a03803f78b23685ad11309840679.png,True,True,1fd9dc8bc79b72ba11ce420cab2061aa9586117e10f8c38f6f60ab3c2a55b739,"Real progress comes not from more bureaucracy, but from the values and institutions of government by consent, through ministers seen to be accountable to their electorate.",run_0001
False,t61.jpg,t09.jpg,13,t61.jpg,True,False,ea8ce8b92dda4ec4903e7a3a02642a938a4c69dff6dd73d7135a5b2ba75839cf,We Conservatives don't duck the difficult issues. We face them determined to overcome them.,run_0001
False,t63.jpg,t63.jpg,14,t63.jpg,True,True,9ecec6084281c202bdda93dc9dc66a98afb06069ce51f4795383021105351b60,The Socialist myth is that we can make Britain strong by nationalisation and government interference. The truth is that government interference and nationalisation are sapping Britain's strength.,run_0001
False,tg_bd0a36b2007a17e5bc60d6104427e2b03f138bd0ebf8230f4abb07e6fa3b4ac1.png,tg_bd0a36b2007a17e5bc60d6104427e2b03f138bd0ebf8230f4abb07e6fa3b4ac1.png,15,tg_bd0a36b2007a17e5bc60d6104427e2b03f138bd0ebf8230f4abb07e6fa3b4ac1.png,True,True,9183c5b1e07efe9c0401a28a0d0a9b7d480a6cb6e9a4e2c9e777d7f952b3418e,"It is not the creation of wealth that is wrong, but the love of money for its own sake.",run_0001
False,t04.jpg,t22.jpg,16,t22.jpg,False,True,ee54561d01b8e0a1eaa6ac803a44731f503b4bf677393eedaea59f776dcaee8d,There is a still more important reason why Labour should not be entrusted with government. They may protest that they are no longer Socialists: but they have lost none of their zeal for constitutional upheaval.,run_0001
False,t02.jpg,t02.jpg,17,t02.jpg,True,True,e7f47c3d78e910d0639668eca12491cb6406ad22191d4acc33dfb45562a5f44b,"The feminists hate me, don't they? And I don't blame them. For I hate feminism. It is poison.",run_0001
False,tg_661b01c39a8d223df51cd0365e79ffe7e3c4f86ac81fa0af114ce95be49cb831.png,tg_661b01c39a8d223df51cd0365e79ffe7e3c4f86ac81fa0af114ce95be49cb831.png,18,tg_661b01c39a8d223df51cd0365e79ffe7e3c4f86ac81fa0af114ce95be49cb831.png,True,True,7767b08facbc57e7451fc13a335bca97a41b8aa3e694b68bc0388eff23424b4d,Inflation arises because some politicians lead the people to believe that they can consume more - much more - than they produce.,run_0001
False,t47.jpg,t47.jpg,19,t47.jpg,True,True,cfe7448552ce1f14db2382ac4a56e86220db74742a887e06242f8b8acb48c2f7,You may have to fight a battle more than once to win it.,run_0001
False,t55.jpg,t60.jpg,20,t60.jpg,False,True,fed6f26674cb44a80b2c25de69c3d0e560183571724d5a704ef7b664266ba667,"You can't make people good, kind, generous, thoughtful or dutiful by compulsion. True harmony comes from the willing cooperation of free men. It is not served by an over-regulated society.",run_0001
False,tg_d4013aa361485ab2894f71e426c705de78455e93d37fe3f4d2ae27727c70c88c.png,tg_d4013aa361485ab2894f71e426c705de78455e93d37fe3f4d2ae27727c70c88c.png,21,tg_d4013aa361485ab2894f71e426c705de78455e93d37fe3f4d2ae27727c70c88c.png,True,True,c5d53bc0acdfd5d99f34fcaa9963cf742d3f2c67a49fe49259cb3afb17e41956,"Communism was the regime for the privileged elite, capitalism the creed for the common man.",run_0001
False,t50.jpg,t50.jpg,22,t50.jpg,True,True,7c3abbd29080ede882430a4d7b6cd70223ff539f9f3ca5a192a4c172e827e226,Creating the practical circumstances in which freedom can flourish requires more than the mere parroting of empty phrases like 'human rights'.,run_0001
False,t17.jpg,t04.jpg,23,t04.jpg,False,True,31db9c6a5580668ac6f19b5733f56c051c0b972efe735762a51157844b4c50de,"The country has been taken further along the road to Socialism. Britain is more divided. We are losing our sense of common purpose and of common pride in being British. Something vital has been lost, which we must restore.",run_0001
False,tg_8d9fa1bf449aa2112a5e80faa2999485caf0d3d00dc7963cde47ef3387eec003.png,tg_8d9fa1bf449aa2112a5e80faa2999485caf0d3d00dc7963cde47ef3387eec003.png,24,tg_8d9fa1bf449aa2112a5e80faa2999485caf0d3d00dc7963cde47ef3387eec003.png,True,True,6871cbac95a92fcbc6b383ed1031d694399351a54e3bf1c81bd86239a1b807e4,"There is still in our own countries, particularly in the media class, a pervasive culture of puerile anti-westernism that needs to be changed.",run_0001
False,t22.jpg,t55.jpg,25,t55.jpg,False,True,75f102a1b859b3fb5b260f7a35da8a63eeddbf04babd3ed2cdcac22889acd2c0,I look to the day when we throw off the Socialist yoke and together turn to the task of setting our country on the road to a real and lasting recovery.,run_0001
False,t10.jpg,t17.jpg,26,t17.jpg,False,True,bc0fe2f571f31ab6d3bb085d27f048307afb25a864f6b5a9caaec3b3ea0661ae,"There are too many people who imagine that there is something sophisticated about always believing the best of those who hate your country, and the worst of those who defend it.",run_0001
False,tg_8032ac6c90f358c9f5146680280edda94a7475b752b3c8e64c1670ba64986822.png,tg_8032ac6c90f358c9f5146680280edda94a7475b752b3c8e64c1670ba64986822.png,27,tg_8032ac6c90f358c9f5146680280edda94a7475b752b3c8e64c1670ba64986822.png,True,True,9238f8fd1375c7adf1ba8b92c4f2330383a6faeaa5210fa20e858032be1e2223,"Socialism whetted appetites for more, but has resulted in less being available.",run_0001
False,t27.jpg,t27.jpg,28,t27.jpg,True,True,f7e7033fc25ca1944294573e53a4eccc89a60eccb85bba232ba533b04f433a74,Left-wing zealots have often been prepared to ride roughshod over due process and basic considerations of fairness when they think they can get away with it. For them the ends always seems to justify the means. That is precisely how their predecessors came to create the gulag.,run_0001
False,t31.jpg,t67.jpg,29,t67.jpg,False,True,8b98cc7b36957658a4193c50d721c3734ec4481add938dbe40f3d8b301fb4072,"In a free society, people can give away as much as they want to and whenever they want to. They don't have to say, 'I will only give mine away, if I can compel you to give yours away too.'  If they believe in pooling their possessions with others, they're welcome to do so.",run_0001
False,tg_f132ff5d665aea62ccdcef9f6e14da4da22ecbca330d8dfe3175b93b47c28161.png,tg_f132ff5d665aea62ccdcef9f6e14da4da22ecbca330d8dfe3175b93b47c28161.png,30,tg_f132ff5d665aea62ccdcef9f6e14da4da22ecbca330d8dfe3175b93b47c28161.png,True,True,866738ba29cb509f048a2a1a8215e8f7e729c266e88d8fcaab482dd97ab8cd4a,There can be no liberty unless there is economic liberty.,run_0001
False,t01.jpg,t01.jpg,31,t01.jpg,True,True,63a705d3b574f9294af663894a908053d17df31c1b177fca7997caa36299a5f5,Governments should not run business.,run_0001
False,t21.jpg,t41.jpg,32,t41.jpg,False,True,b6d8f4a8a684486c91f5494012091018ffe54ffa92e9241ba109ec69cb125ce2,"Popular capitalism, which is the economic expression of liberty, is a far more attractive means for diffusing power in our society. Socialists cry ""Power to the people"" & raise the clenched fist as they say it. We all know what they mean - power over people, power to the State.",run_0001
False,tg_33eef87a7e4bd7c159bdb35f0378709b1c0324477b62d344e3b3ceec9e7f19a3.png,tg_33eef87a7e4bd7c159bdb35f0378709b1c0324477b62d344e3b3ceec9e7f19a3.png,33,tg_33eef87a7e4bd7c159bdb35f0378709b1c0324477b62d344e3b3ceec9e7f19a3.png,True,True,3fca53c7e514fc68ab6ce08d5ea1ce0be2ce03bafc1df3663f0677d1121cebe2,Socialism and freedom cannot long co-exist in the same society.,run_0001
False,t35.jpg,t35.jpg,34,t35.jpg,True,True,e9d8f7dff356e2364bd2250fe6a4f4b5aecfde205cf7e66c316e0850a20bf316,You cannot build a great nation or brotherhood of man by spreading envy or hatred.,run_0001
False,t65.jpg,t10.jpg,35,t10.jpg,False,True,d17e9db4a42fefe4368a5a1495f01a08c4ddd4c43fda43605a7fdc9467454bfd,It takes courage of a high order to lay yourself open to the taunts and sneers of lesser men who try to diminish your character because they can't defeat your arguments.,run_0001
False,tg_ae1ce8a812279c8dd97b71cfcd5efc578ba06dea161ef2de4a2091205eba279e.png,tg_a9426dce186893768be1d61ea3ca82d90d05667d085c5a3d217e3a08059eba5b.png,36,tg_ae1ce8a812279c8dd97b71cfcd5efc578ba06dea161ef2de4a2091205eba279e.png,True,False,1993fc02d1ec12c56b6b181dcb12f2c2145b3a373861a365088fe2b1137a9192,A Labour Britain would be a neutralist Britain. It would be the greatest gain for the Soviet Union in forty years. And they would have got it without firing a shot.,run_0001
False,t41.jpg,t21.jpg,37,t21.jpg,False,True,a8b53417a59ef215988e22c6c44d52e6a8401fec6ba89400001ba1e778b04855,"What we have seen in this country is the emergence of an organised revolutionary minority who are prepared to exploit industrial disputes, but whose real aim is the breakdown of law and order and the destruction of democratic parliamentary government.",run_0001
